temperature,rainfall,temp_min,temp_max,label
20.87974371,202.9355362,18,28,쌀
21.77046169,226.6555374,18,28,쌀
23.00445915,263.9642476,18,28,쌀
26.49109635,242.8640342,18,28,쌀
20.13017482,262.7173405,18,28,쌀
23.05804872,251.0549998,18,28,쌀
22.70883798,271.3248604,18,28,쌀
20.27774362,241.9741949,18,28,쌀
24.51588066,230.4462359,18,28,쌀
23.22397386,221.2091958,18,28,쌀
26.52723513,264.6148697,18,28,쌀
23.97898217,250.0832336,18,28,쌀
26.80079604,284.4364567,18,28,쌀
24.01497622,185.2773389,18,28,쌀
25.66585205,209.5869708,18,28,쌀
24.28209415,231.0863347,18,28,쌀
21.58711777,276.6552459,18,28,쌀
23.79391957,206.2611855,18,28,쌀
21.8652524,224.5550169,18,28,쌀
23.57943626,291.2986618,18,28,쌀
21.32504158,185.4974732,18,28,쌀
25.15745531,231.3843163,18,28,쌀
21.94766735,213.3560921,18,28,쌀
21.0525355,233.1075816,18,28,쌀
23.48381344,224.0581164,18,28,쌀
25.0756354,257.0038865,18,28,쌀
26.35927159,271.3586137,18,28,쌀
24.52922681,260.2634026,18,28,쌀
20.77576147,240.0810647,18,28,쌀
22.30157427,197.9791215,18,28,쌀
21.44653958,272.2017204,18,28,쌀
22.17931888,200.0882787,18,28,쌀
24.52783742,224.6757231,18,28,쌀
20.26707606,270.4417274,18,28,쌀
25.7354293,233.1321372,18,28,쌀
26.79533926,193.3473987,18,28,쌀
26.75754171,272.2999056,18,28,쌀
23.86330467,285.2493645,18,28,쌀
21.01944696,298.4018471,18,28,쌀
24.17298839,257.0343554,18,28,쌀
22.78133816,248.7183228,18,28,쌀
25.62980105,209.9001977,18,28,쌀
25.59704938,200.834898,18,28,쌀
23.83067496,298.5601175,18,28,쌀
26.31355498,265.5355937,18,28,쌀
24.8972823,183.6793207,18,28,쌀
24.958779,196.9560008,18,28,쌀
23.24113501,233.0453455,18,28,쌀
21.66628296,210.8142087,18,28,쌀
24.63544858,253.7202781,18,28,쌀
23.43121862,219.9048349,18,28,쌀
20.0454142,208.5810155,18,28,쌀
23.85724032,195.0948311,18,28,쌀
21.97199397,227.3637009,18,28,쌀
26.22916897,286.5083725,18,28,쌀
23.44676801,283.9338466,18,28,쌀
25.65553461,217.3788583,18,28,쌀
24.44345477,267.9761948,18,28,쌀
20.2801937,191.9535738,18,28,쌀
21.7238313,277.9626192,18,28,쌀
20.41447029,245.1511304,18,28,쌀
25.75528612,245.6626799,18,28,쌀
20.61521424,279.5451717,18,28,쌀
21.84106875,202.3838319,18,28,쌀
20.08369642,263.6372176,18,28,쌀
24.45802087,182.5616319,18,28,쌀
21.14347496,198.6730942,18,28,쌀
25.78720567,243.5120414,18,28,쌀
23.64124821,263.1103304,18,28,쌀
23.43191632,269.5039162,18,28,쌀
24.97669518,204.8001847,18,28,쌀
22.72791041,260.8875056,18,28,쌀
24.87300744,295.6094492,18,28,쌀
21.32376327,192.3197536,18,28,쌀
26.29465461,257.4914906,18,28,쌀
22.2286982,278.0791793,18,28,쌀
26.73072391,280.4044392,18,28,쌀
24.88921174,185.9461429,18,28,쌀
26.88444878,194.5766559,18,28,쌀
22.67846116,200.9133156,18,28,쌀
26.08867875,182.9043504,18,28,쌀
25.42977518,195.3574542,18,28,쌀
26.40323239,223.3671883,18,28,쌀
26.04371967,186.7536773,18,28,쌀
25.2827223,220.1156708,18,28,쌀
22.08576562,231.7364957,18,28,쌀
23.28617173,242.3170629,18,28,쌀
25.48591986,182.6549356,18,28,쌀
23.67575393,233.7034975,18,28,쌀
20.82477109,230.2242223,18,28,쌀
26.92995077,290.6793783,18,28,쌀
23.83509503,241.2013513,18,28,쌀
26.52872817,218.9163567,18,28,쌀
26.46428311,248.2256491,18,28,쌀
22.69657794,256.9964761,18,28,쌀
22.68319059,194.2651719,18,28,쌀
21.53346343,295.9248796,18,28,쌀
21.40865769,287.5766935,18,28,쌀
26.54348085,183.6222657,18,28,쌀
23.35905428,188.413665,18,28,쌀
22.61359953,87.75953857,10,30,옥수수
26.10018422,102.2662445,10,30,옥수수
23.55882094,66.71995467,10,30,옥수수
19.97215954,60.65171481,10,30,옥수수
18.47891261,65.43835393,10,30,옥수수
21.77689322,102.0861694,10,30,옥수수
25.6217169,105.4654703,10,30,옥수수
25.19192419,78.06639649,10,30,옥수수
20.41683147,65.27798457,10,30,옥수수
24.92162194,109.2162279,10,30,옥수수
23.31689124,94.29712821,10,30,옥수수
24.84016732,74.05474936,10,30,옥수수
22.27526694,63.87020584,10,30,옥수수
18.87751445,94.76189431,10,30,옥수수
25.19008683,72.12375573,10,30,옥수수
18.25405352,63.72358154,10,30,옥수수
24.6129118,104.1626147,10,30,옥수수
25.1420613,76.68456006,10,30,옥수수
23.09348056,65.49730729,10,30,옥수수
18.05033737,84.23613484,10,30,옥수수
24.9321581,79.74078719,10,30,옥수수
18.14710054,88.07753741,10,30,옥수수
18.28362235,80.97573281,10,30,옥수수
18.83344471,79.7532896,10,30,옥수수
25.71895816,74.51490791,10,30,옥수수
25.33797709,96.46380213,10,30,옥수수
23.89114571,102.8301942,10,30,옥수수
21.53574127,102.4852929,10,30,옥수수
23.08974909,70.43473609,10,30,옥수수
25.61707368,108.8303762,10,30,옥수수
21.44526922,65.88951188,10,30,옥수수
18.51816776,90.988051,10,30,옥수수
22.53510514,64.40866039,10,30,옥수수
23.02038334,63.03843397,10,30,옥수수
24.89364635,87.9298085,10,30,옥수수
25.77175115,107.4931917,10,30,옥수수
19.39851734,60.95197486,10,30,옥수수
21.54156232,109.7515385,10,30,옥수수
23.79746068,91.76337172,10,30,옥수수
18.9802729,94.26249353,10,30,옥수수
24.10859207,71.07562236,10,30,옥수수
24.7947077,76.72860067,10,30,옥수수
21.63162756,69.21803098,10,30,옥수수
25.37548751,101.7004306,10,30,옥수수
22.21738222,106.6213157,10,30,옥수수
20.58314011,66.29390357,10,30,옥수수
24.87502824,91.26056654,10,30,옥수수
20.03728219,109.024141,10,30,옥수수
25.95263264,99.57981207,10,30,옥수수
19.28889933,71.3195307,10,30,옥수수
20.57981887,78.34604471,10,30,옥수수
24.71417533,88.45361858,10,30,옥수수
20.27317074,62.50351892,10,30,옥수수
18.41932981,76.41312437,10,30,옥수수
23.39128187,107.3198135,10,30,옥수수
19.84939404,100.7689246,10,30,옥수수
21.869274,107.2681929,10,30,옥수수
22.8056033,101.5952794,10,30,옥수수
19.0781471,80.72515943,10,30,옥수수
22.02720976,83.73280082,10,30,옥수수
23.80546189,89.9622014,10,30,옥수수
18.52510753,88.10234397,10,30,옥수수
23.50297882,64.77791424,10,30,옥수수
26.54986394,73.33636055,10,30,옥수수
19.29563411,83.21030571,10,30,옥수수
20.68899915,103.651438,10,30,옥수수
19.32666088,84.22969177,10,30,옥수수
24.60532218,96.59195302,10,30,옥수수
22.27373646,67.96704792,10,30,옥수수
25.70196694,83.20711308,10,30,옥수수
19.20129357,87.85092352,10,30,옥수수
21.70181447,95.71388473,10,30,옥수수
20.51716779,67.61013737,10,30,옥수수
23.30355338,97.59081274,10,30,옥수수
24.2547451,64.23845455,10,30,옥수수
24.86374934,75.82270467,10,30,옥수수
22.6265115,88.17251033,10,30,옥수수
18.04185513,104.2321615,10,30,옥수수
23.26237612,67.10225139,10,30,옥수수
22.88330922,67.72777298,10,30,옥수수
25.97482359,103.2234212,10,30,옥수수
26.14384005,107.2361366,10,30,옥수수
18.66116213,75.03247667,10,30,옥수수
25.10787449,78.16077693,10,30,옥수수
23.33844615,105.0083144,10,30,옥수수
25.08239719,62.49190812,10,30,옥수수
25.36768364,107.9124111,10,30,옥수수
25.34217103,74.52082026,10,30,옥수수
25.00933355,62.91359494,10,30,옥수수
18.66746724,69.93293255,10,30,옥수수
20.37999665,108.5054416,10,30,옥수수
18.09300227,78.96159541,10,30,옥수수
26.16985907,79.84925393,10,30,옥수수
18.65396672,93.62039175,10,30,옥수수
26.07470121,85.75692395,10,30,옥수수
18.92851916,82.34162918,10,30,옥수수
23.30546753,108.7603001,10,30,옥수수
18.74826712,70.23401597,10,30,옥수수
19.74213321,65.50861389,10,30,옥수수
25.73044432,98.73771338,10,30,옥수수
17.02498456,88.55123143,10,35,병아리콩
19.02061277,79.92698081,10,35,병아리콩
17.88776475,68.54932919,10,35,병아리콩
18.86805647,88.51048983,10,35,병아리콩
18.36952567,79.26357665,10,35,병아리콩
20.45078582,92.68373702,10,35,병아리콩
20.6543203,74.6631118,10,35,병아리콩
17.3348681,82.61734721,10,35,병아리콩
18.17912258,81.84997529,10,35,병아리콩
18.01272266,81.98568791,10,35,병아리콩
20.99373558,93.55280105,10,35,병아리콩
19.46233971,74.58565097,10,35,병아리콩
19.81344531,78.96514709,10,35,병아리콩
18.97424756,80.7108745,10,35,병아리콩
18.19737048,70.18185181,10,35,병아리콩
18.72963144,71.58010169,10,35,병아리콩
20.99502153,73.50734019,10,35,병아리콩
20.28155898,82.52339655,10,35,병아리콩
17.48042641,66.96980581,10,35,병아리콩
20.88818675,90.46228334,10,35,병아리콩
17.08498521,71.31007253,10,35,병아리콩
20.09340593,85.74904898,10,35,병아리콩
17.57212145,89.31050665,10,35,병아리콩
19.12065218,85.52950164,10,35,병아리콩
18.57665902,72.94940441,10,35,병아리콩
17.16606398,72.32667516,10,35,병아리콩
18.2872007,74.87445574,10,35,병아리콩
19.03025305,94.70992037,10,35,병아리콩
17.1418614,83.74606679,10,35,병아리콩
17.47809436,78.92060234,10,35,병아리콩
20.56601874,83.75937135,10,35,병아리콩
17.22385224,76.57580954,10,35,병아리콩
19.69141713,91.76071648,10,35,병아리콩
17.84851658,76.32470713,10,35,병아리콩
18.8202251,89.73119396,10,35,병아리콩
17.47500984,93.35034262,10,35,병아리콩
18.72649425,81.20176515,10,35,병아리콩
18.65580107,81.70769297,10,35,병아리콩
18.2356751,83.74879344,10,35,병아리콩
18.81198127,77.5429424,10,35,병아리콩
18.65054116,77.92798682,10,35,병아리콩
20.36720401,82.2545577,10,35,병아리콩
18.38120357,70.52056697,10,35,병아리콩
17.17012591,72.78624223,10,35,병아리콩
19.37101121,85.24819851,10,35,병아리콩
17.92845928,85.37378769,10,35,병아리콩
19.45339934,75.6317566,10,35,병아리콩
19.12829388,89.61857826,10,35,병아리콩
19.1034283,75.49101167,10,35,병아리콩
17.48504075,86.05078037,10,35,병아리콩
19.40751744,80.25064637,10,35,병아리콩
20.18649426,78.26039559,10,35,병아리콩
17.30287885,75.57790384,10,35,병아리콩
17.50361137,72.9446671,10,35,병아리콩
18.17234999,90.7760707,10,35,병아리콩
17.57445618,77.81891424,10,35,병아리콩
20.93175255,78.06910795,10,35,병아리콩
19.71098332,85.57925437,10,35,병아리콩
19.07937684,69.40619137,10,35,병아리콩
18.54988627,76.32565249,10,35,병아리콩
18.19903647,80.6405403,10,35,병아리콩
18.88852533,80.1113384,10,35,병아리콩
18.49311205,91.94595352,10,35,병아리콩
19.48974337,87.51312796,10,35,병아리콩
17.25769499,94.00287214,10,35,병아리콩
19.62416326,88.4585692,10,35,병아리콩
20.67526473,84.78344008,10,35,병아리콩
20.02381489,68.97806542,10,35,병아리콩
20.1187446,88.68168643,10,35,병아리콩
20.65691793,65.23811143,10,35,병아리콩
19.2582557,65.78042032,10,35,병아리콩
17.927806,74.63872762,10,35,병아리콩
19.16288268,82.69766829,10,35,병아리콩
20.26942271,69.64449182,10,35,병아리콩
17.09104223,87.27444866,10,35,병아리콩
17.06579293,70.87150577,10,35,병아리콩
20.62767492,92.06630306,10,35,병아리콩
20.8248451,79.20509212,10,35,병아리콩
19.46210401,68.81405149,10,35,병아리콩
17.18248372,72.85017344,10,35,병아리콩
17.48911699,79.45758333,10,35,병아리콩
17.48395377,65.11365631,10,35,병아리콩
19.48316794,80.4986291,10,35,병아리콩
19.71359733,73.64476535,10,35,병아리콩
19.48649305,81.5284269,10,35,병아리콩
19.95264829,88.6810311,10,35,병아리콩
19.41789736,68.4951189,10,35,병아리콩
19.45591848,78.44910564,10,35,병아리콩
20.19137759,77.33795356,10,35,병아리콩
18.8392908,94.78189594,10,35,병아리콩
20.71219282,94.03659867,10,35,병아리콩
18.99424448,78.69707199,10,35,병아리콩
19.96837462,69.15759062,10,35,병아리콩
17.81564548,90.82097601,10,35,병아리콩
20.71424384,76.77888672,10,35,병아리콩
17.34150229,67.9545435,10,35,병아리콩
17.43732714,73.0926704,10,35,병아리콩
18.89780215,69.09512477,10,35,병아리콩
18.59190771,89.60982451,10,35,병아리콩
18.31561493,81.78710463,10,35,병아리콩
17.13692774,128.256862,10,25,강낭콩
19.63474332,106.3598183,10,25,강낭콩
22.91350245,109.225556,10,25,강낭콩
16.43340342,140.3717815,10,25,강낭콩
22.13974653,76.64128258,10,25,강낭콩
17.84806561,143.0984171,10,25,강낭콩
19.88394011,60.91974792,10,25,강낭콩
19.32509638,104.7783947,10,25,강낭콩
18.4167001,132.9801054,10,25,강낭콩
21.81167649,130.0608093,10,25,강낭콩
19.72702528,143.7630894,10,25,강낭콩
17.15432954,87.99669731,10,25,강낭콩
19.62207826,144.1567454,10,25,강낭콩
21.63149148,134.3649948,10,25,강낭콩
16.06522754,88.06638775,10,25,강낭콩
20.61162204,69.63833855,10,25,강낭콩
21.42451099,116.5206923,10,25,강낭콩
19.07096165,86.21917578,10,25,강낭콩
21.18853178,137.1948633,10,25,강낭콩
23.0429097,108.3684316,10,25,강낭콩
20.65375833,67.71768947,10,25,강낭콩
18.09551014,144.7902323,10,25,강낭콩
18.23775702,69.44951585,10,25,강낭콩
17.48189735,121.9401369,10,25,강낭콩
19.9191786,82.68554379,10,25,강낭콩
20.27514686,139.7521543,10,25,강낭콩
15.77370214,108.3441414,10,25,강낭콩
16.71170642,96.77285817,10,25,강낭콩
17.66148158,100.6711761,10,25,강낭콩
18.50692825,87.0513289,10,25,강낭콩
24.51324787,64.19497947,10,25,강낭콩
18.87614998,105.4120514,10,25,강낭콩
21.59343016,61.13872036,10,25,강낭콩
20.12373284,106.158201,10,25,강낭콩
15.43546065,139.0302034,10,25,강낭콩
22.64236876,122.3886015,10,25,강낭콩
21.98560799,129.5650601,10,25,강낭콩
20.53052663,120.4509288,10,25,강낭콩
15.78601387,95.17028129,10,25,강낭콩
19.6365349,96.65888933,10,25,강낭콩
20.57341244,87.87869161,10,25,강낭콩
20.16080524,138.2362122,10,25,강낭콩
21.53989176,120.6913038,10,25,강낭콩
15.53834801,107.3850593,10,25,강낭콩
19.91853092,108.6434544,10,25,강낭콩
20.76952209,109.0193712,10,25,강낭콩
23.46168338,95.84253438,10,25,강낭콩
24.32116642,60.27552528,10,25,강낭콩
20.12574053,100.0497183,10,25,강낭콩
